Time,Standard,H2O mean,H2O std,d17O mean,d17O std,d18O mean,d18O std,dD mean,dD std,Ex17 mean,Ex17 std,d-excess mean,d-excess std
0.5468378490740736,SP,9868.375187114332,2.9870745310538727,-30.352846760006663,0.01403719491625187,-56.745478713269996,0.010643420917813782,-454.57990247533326,0.017484924842773312,0.022244484435115622,0.010092071157780744,-0.6160727691733329,0.09610666222752744
1.0630114361111112,BER,9869.662655197999,6.137163304138933,-0.22574485328212157,0.013552172654803275,-1.0052482357427668,0.010137448365967203,-4.599859459786667,0.02326603126416173,0.3052483469431274,0.009987298560828167,3.4421264261554665,0.09261520827844179
3.546635819444435,SP,9886.880478836,2.5657125454550034,-30.34361546128,0.012007327949157157,-56.74601786342333,0.009058847780953932,-454.57806892453334,0.017164930739781935,0.03207213894990733,0.009001002978126102,-0.6099260171466676,0.08195646826144845
4.062992151851851,BER,9874.165891853334,6.546772781566717,-0.19191123040833968,0.014205720727575488,-0.9554887646582334,0.011014646656573129,-4.536416939881334,0.02324891798582354,0.3127890087737294,0.009839321018438594,3.107493177384533,0.09992372011456054
6.546201006481511,SP,9921.200294184,2.6355892832182106,-30.36561972998,0.012674410862429548,-56.736474301116665,0.009392448896037853,-454.53228361456667,0.017363780681004352,0.0040348367767012675,0.00954305009494952,-0.6404892056333338,0.08414126288810905
7.062788793518551,BER,9905.983146608334,5.4524506483471376,-0.19252925218881695,0.01425439668607067,-0.9428191060755667,0.01070595200550214,-4.431932151254999,0.02238632504516405,0.3054741940467172,0.0101427772553136,3.110620697349533,0.09917774531164229
9.54623744537045,SP,9961.551480929333,1.8971816393450909,-30.358187066943337,0.013421855511414865,-56.71465675681999,0.009779336116365483,-454.4842729019667,0.017365183419116508,-0.0005146267264255348,0.009999499219615796,-0.7670188474066665,0.08897568743692305
10.062544828703764,BER,9945.931702728001,2.5914548405259805,-0.2415072910596347,0.015267937531334928,-0.9644467516868,0.010596520009395457,-4.3205232668489995,0.021714841374269846,0.2679111597702028,0.011407906868274684,3.3950507466454005,0.09836785904662042
12.546108594444476,SP,9889.955717756333,9.814850478532307,-30.354472730439998,0.013686424744049575,-56.72725721946333,0.010140655364090414,-454.5203700219667,0.01612858450613551,0.010368594390414099,0.010354060156324046,-0.7023122662599988,0.0900241859070451
13.062338122222288,BER,9945.320297783666,6.081873682836516,-0.18146959372844929,0.014481679769596828,-0.9538986851112001,0.011049287812492772,-4.350007494424666,0.02304547183538109,0.322391108430875,0.01013388973532415,3.2811819864649334,0.10233037441581841
15.5458235620371,SP,9938.768367939667,3.9710517467616286,-30.367328271639998,0.012867747246775146,-56.72451191779333,0.009757121767332455,-454.4986743852333,0.017968064649422844,-0.004423384104238433,0.009543179726320272,-0.702579042886668,0.08692159302108095
16.062144802777862,BER,9918.990611485,2.791049996127681,-0.19461361099666252,0.014578502916381126,-0.9265002710479666,0.010512366226336287,-4.350192376763999,0.024638833080877966,0.29476330491908165,0.010689459075615713,3.061809791619733,0.09795581193002025
18.545593025925925,SP,9928.424707142667,8.797862906306008,-30.34950688492667,0.013209030072522443,-56.71803166303666,0.010388918804826409,-454.4488435114666,0.01758710350824996,0.010328363780325568,0.009503051705251436,-0.7045902071733341,0.09204841655378514
19.06228788981479,BER,9907.767373349,4.3091196426602325,-0.2269031432808007,0.014133538017486985,-0.9430267657958001,0.00998237158868847,-4.307612881533,0.022270695838583304,0.2712021683562014,0.010457339189168864,3.2366012448334,0.0937270061750851
21.5455023037035,SP,9915.483603944002,13.696925498762814,-30.34473493672666,0.012994871786655116,-56.69991364900001,0.00973324888544271,-454.38263304263324,0.017112908908109934,0.005107961082623274,0.00988420042608344,-0.7833238506333325,0.08665479311953637
22.062065409259066,BER,9941.180990097333,8.08152857510226,-0.23848219523674602,0.014382006915615645,-0.9545628909154334,0.011327799649700964,-4.240724740136,0.02289882840871414,0.2657184880739224,0.009837964577920117,3.3957783871874665,0.10407369451682477
24.54570421851808,SP,9967.304688214334,2.6634559246253824,-30.332876674736667,0.013036481280222773,-56.64067155358,0.009371756085601894,-454.2771153906333,0.01660591049163974,-0.015822494023823998,0.01002039299691496,-1.1517429619933333,0.08464166753900361
25.061882008332926,BER,9941.794506784334,11.965758200692319,-0.19842459953248934,0.014782194916258621,-0.9328395202497666,0.012441011111986578,-4.362996136083334,0.022596616582261756,0.294304412181025,0.01033939147631428,3.0997200259148,0.11039062014235358
27.545122725925353,SP,9932.289131644666,3.6167537702586965,-30.301530312249998,0.013214918075943594,-56.64998675453334,0.009843336299275028,-454.3048596765999,0.01679919061098454,0.02171773749195537,0.009654903665288678,-1.1049656403333332,0.08979808990893959
28.061728315740176,BER,9951.191702753333,4.946324725418079,-0.204716262534689,0.014154286971518997,-0.9168265275808,0.010680398790106922,-4.336602501431334,0.02268703965098723,0.27954829144485605,0.010028697990203466,2.9980097192150668,0.09952044824709845
30.545562989814208,SP,9967.335955466666,2.3746557087138034,-30.332466620926663,0.014385928717347205,-56.64889424890668,0.0104572295169877,-454.33095859639997,0.018370541961457786,-0.010801310411740334,0.010559927367815277,-1.139804605146667,0.09453389018354476
31.061700403703046,BER,9920.450782419335,4.694992595242505,-0.19232180939086002,0.013403326816184332,-0.8903621969356665,0.01024768217904397,-4.183362140179667,0.019582137150485512,0.27796178086291434,0.009871844280951106,2.9395354353056664,0.09337120294787479
33.54490442036959,SP,9971.277566238667,8.27396202726492,-30.35892403185,0.013533996429815164,-56.68047904911,0.010487629862906847,-454.28603070576656,0.016989067162183343,-0.020404354321266,0.010048598808143724,-0.8421983128866674,0.09294718309147375
34.06170461018443,BER,9960.131083256667,11.798757510514038,-0.18494454596439988,0.014027049071871236,-0.9039304114724667,0.011714089772911235,-4.262841727816667,0.02379085254107082,0.2925108742598419,0.00989754859792413,2.9686015639630665,0.10548083330787004
