Time,Standard,H2O mean,H2O std,d17O mean,d17O std,d18O mean,d18O std,dD mean,dD std,Ex17 mean,Ex17 std
41.264075634257935,SP,10085.813507022334,63.919465515900626,-30.104829605986684,0.2540366912399791,-56.23771261346667,0.20139058029467727,-449.82007890790004,0.748672162981067,-0.0061610669044008595,0.1810474970674047
41.7622384824062,BER,10062.787694035334,40.42678090633728,-0.37711961502730784,0.2569455591135134,-1.2748842151692,0.20281503994969644,-7.163413419224335,0.7790108840530622,0.29635550056807536,0.1818619879142382
44.25002902962859,SP,10117.574857023332,14.948687783994773,-30.10576029132001,0.23285559743213666,-56.30830889554996,0.19329557533684386,-450.6014898823002,0.4310516259074483,0.032381360798261385,0.15829258528436954
44.75093959259139,BER,10102.849018033337,13.291777363805041,-0.34495875507289336,0.2414391180567488,-1.196052984595233,0.17972337085362425,-6.339236656840329,0.4967373954009688,0.2868551228745286,0.17171367822571929
47.24353176296194,SP,10153.383879279998,57.56288377898292,-30.114793479923332,0.24289129442362786,-56.27727531742665,0.18211764334238872,-450.007775464633,0.4691642336870185,0.0057008152713681716,0.17454158752185234
47.74416781759154,BER,10089.43688356333,25.504212762535417,-0.35013109605442083,0.25979259575441704,-1.2367197104234675,0.1880141582942087,-6.837773440829002,0.5610629059663947,0.3031753816734284,0.19590582427878633
50.25753934814734,SP,10117.213179270002,26.973121076645203,-30.103239875126686,0.2291905624336566,-56.24794644452003,0.17580985964458962,-449.88956175250013,0.405154570945621,0.0012069976923829995,0.17008880345467686
50.761237728703044,BER,10094.577451096666,16.295651055083578,-0.39056355609885424,0.2595755056572753,-1.2861495873199675,0.19453197224697724,-7.0624138281176645,0.6000651294445047,0.2888605942503002,0.19827350475744912
53.254499897221535,SP,10176.747283106663,62.87432946043644,-30.048060565140016,0.23339446007762732,-56.222518149909966,0.16953135510756154,-449.90010205196614,0.4915581378072464,0.043869503019506005,0.17379266186854825
53.756413425925274,BER,10097.989677559992,36.49984113866473,-0.39963451061048455,0.2609627094473107,-1.3164652385769673,0.19331475841600496,-7.362407786619004,0.5121547846762551,0.29581308993917205,0.1861657057140914
56.261785481480665,SP,10162.694597936665,64.7107625880577,-30.011043297069993,0.2316346773425722,-56.11556607784328,0.18656484667377704,-448.47136536029984,0.8048521997831812,0.02220365707249033,0.16990656484356798
56.75987797407312,BER,10118.97855318667,20.053305289569966,-0.4570293693476924,0.2664716479042326,-1.4428532306016328,0.20640989694786377,-8.446093030447996,0.6206669531061055,0.3052186233167558,0.18681410812273916
59.27142974722142,SP,10165.02981751666,56.537933838408065,-29.96453829868334,0.22871267188846345,-56.05829014715666,0.17399785055926859,-448.1872932596331,0.7641629655276471,0.03810708760979533,0.17888833536621884
59.76213679814747,BER,10127.921252226672,59.84366032041147,-0.46587191253039756,0.26024006985229975,-1.4869119579556989,0.20319702420719432,-9.085692063842663,0.6035255795340804,0.3196704231050865,0.18200730783307467
62.27174413703612,SP,10207.193470056667,49.78326939332538,-29.94064900703,0.23954479394404762,-56.01762777994671,0.1713106503651193,-447.65245058386677,0.5841082780064286,0.03998678814414329,0.17585473102940594
62.760346633332425,BER,10179.951070990008,44.633870783323275,-0.5065970840380005,0.23270832779730805,-1.5442705936763337,0.19198168124521356,-9.596937132814666,0.6913141843611198,0.30926236846934163,0.16971630335276605
65.2024904768512,SP,10143.854192333332,27.623705638384536,-30.026300368366687,0.25037250194206284,-56.16504573641665,0.17982215574955981,-448.5553606084334,0.6369702596403443,0.034148080052532115,0.19691135501214974
65.70167322499942,BER,10141.157976246657,18.982903993342035,-0.43201487945052086,0.2465971155730472,-1.4265551196261332,0.19275943720436825,-8.497223518778663,0.6297286481211662,0.3216301208884465,0.17510529185388315
68.20214011666597,SP,10189.30819755334,27.820008137988527,-29.949364736026666,0.24284223085362872,-56.0547917098133,0.18112234656190712,-448.4146438421998,0.6047712435041676,0.051789589802566614,0.18169315249729964
68.70391485925853,BER,10167.6016022,26.108459947366818,-0.5245524797805532,0.24754688337970868,-1.5367643925979666,0.1918157655101756,-9.191182010870333,0.5854621892983652,0.2873247480378488,0.1781215196592312
71.19821230648098,SP,10167.016787219995,40.718951739932216,-29.95445097770001,0.2331289426785706,-56.01374949134001,0.17809217989659912,-447.4988288797333,0.7089801327230377,0.023591777293000316,0.1684189354398388
71.7097329611107,BER,10140.807938889995,16.964017615992578,-0.5512512854534007,0.2639508688015149,-1.612900874897335,0.19814718314121701,-9.872990169906329,0.6797466806190784,0.3008715110193906,0.18929836506325715
74.21344212407416,SP,10180.280150959992,35.4101152014949,-29.812264119150015,0.23382496729721347,-55.74519330532331,0.1897364278814314,-445.52747969726664,0.8936435760724766,0.01996942061668196,0.17069979692562445
74.72082316111094,BER,10154.088486510007,36.72977463069922,-0.62884073691774,0.253449854211058,-1.7209716086929996,0.19130097424764464,-10.802256308783328,0.6194631075483991,0.28039487913167477,0.18372593130814
77.22386290740783,SP,10148.954710869992,46.03213896012548,-29.781417919600013,0.25726332870604324,-55.676236754116644,0.1967432953200199,-444.7602001768,0.7490691277535445,0.013200571138589835,0.18673341583284292
77.7306664685188,BER,10149.39805595333,46.71674530256997,-0.6066082457361749,0.23422981021226752,-1.751269207100667,0.19570631283810097,-11.229407568562333,0.7410923051909659,0.31867119387803955,0.1712884379759517
